Code,Exchange,Product Name,Group,Subgroup,Option?,Close
EZ,IFUS,Euro Currency Pairs Euro/Czech Koruna Futures,FX,Emerging Markets,false,22:00UTC
HR,IFUS,Euro Currency Pairs Euro/Hungarian Forint Futures,FX,Emerging Markets,false,22:00UTC
KEJ,IFUS,Euro Currency Pairs Euro/Japanese Yen Futures,FX,Cross Rates,true,22:00UTC
KOL,IFUS,Euro Currency Pairs Euro/Norwegian Krone Futures,FX,Emerging Markets,true,22:00UTC
YZ,IFUS,Euro Currency Pairs Euro/South African Rand Futures,FX,Emerging Markets,false,22:00UTC
KRK,IFUS,Euro Currency Pairs Euro/Swedish Krona Futures,FX,Cross Rates,true,22:00UTC
KRZ,IFUS,Euro Currency Pairs Euro/Swiss Franc Futures,FX,Cross Rates,true,22:00UTC
SHD,IFSG,Mini Hong Kong Dollar/US Dollar Futures,FX,Emerging Markets,false,22:00UTC
TCC,IFEU,Capesize Timecharter (Baltic) Freight Future,Freight,Dry Freight,false,23:00UTC
DFX,IFEU,Daily TC12 FFA WCI to Japan (Baltic) Mini Future,Freight,Wet Freight,false,23:00UTC
DFY,IFEU,Daily TC14 FFA USGC to Continent (Baltic) Mini Future,Freight,Wet Freight,false,23:00UTC
DFS,IFEU,Daily TC2 FFA Northwest Europe to USAC (Baltic) Mini Future,Freight,Wet Freight,false,23:00UTC
DFT,IFEU,Daily TC5 FFA Arabian Gulf to Japan (Platts) Mini Future,Freight,Wet Freight,false,23:00UTC
DFU,IFEU,Daily TC6 FFA Skikda to Lavera (Cross Med) (Baltic) Mini Future,Freight,Wet Freight,false,23:00UTC
WDA,IFEU,Daily TD19 FFA Cross Med (Ceyhan to Lavera) (Baltic) Mini Future,Freight,Wet Freight,false,23:00UTC
DFQ,IFEU,Daily TD20 FFA West Africa to UK Continent (Baltic) Mini Future,Freight,Wet Freight,false,23:00UTC
DFN,IFEU,Daily TD3C FFA Middle East Gulf to China (Baltic) Mini Future,Freight,Wet Freight,false,23:00UTC
DFO,IFEU,Daily TD7 FFA UK North Sea to Continent (Baltic) Mini Future,Freight,Wet Freight,false,23:00UTC
DFP,IFEU,Daily TD8 FFA Kuwait to Singapore (Baltic) Mini Future,Freight,Wet Freight,false,23:00UTC
WDB,IFEU,Daily TD9 FFA Caribbean to US Gulf (Baltic) Mini Future,Freight,Wet Freight,false,23:00UTC
WDD,IFEU,Dirty FFA - USGC China (Platts) Future,Freight,Wet Freight,false,23:00UTC
DUS,IFEU,Dirty FFA - USGC to China (Platts) Balmo Future,Freight,Wet Freight,false,22:00UTC
DFD,IFEU,Dirty FFA - USGC to China (Platts) Mini Future,Freight,Wet Freight,false,22:00UTC
DUR,IFEU,Dirty FFA - USGC to UK Continent (Platts) Balmo Future,Freight,Wet Freight,false,22:00UTC
DFC,IFEU,Dirty FFA - USGC to UK Continent (Platts) Mini Future,Freight,Wet Freight,false,22:00UTC
WDE,IFEU,Dirty FFA - USGC UK Continent (Platts) Future,Freight,Wet Freight,false,23:00UTC
TCH,IFEU,Handysize Timecharter (Baltic) Freight Future,Freight,Dry Freight,false,23:00UTC
WAT,IFEU,LPG (BLGP) FFA Middle East Gulf to East 44 000Mts (Baltic) Future,Freight,Wet Freight,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
WAV,IFEU,LPG (BLPG) FFA Middle East Gulf to East 44 000Mts (Baltic) Balmo Future,Freight,Wet Freight,false,23:00UTC
TCP,IFEU,Panamax Timecharter (Baltic) Freight Future,Freight,Dry Freight,false,23:00UTC
TCS,IFEU,Supramax Timecharter (Baltic) Freight Future,Freight,Dry Freight,false,23:00UTC
TCK,IFEU,TC12 FFA WCI to Japan (Baltic) Balmo Future,Freight,Wet Freight,false,23:00UTC
TCN,IFEU,TC12 FFA WCI to Japan (Baltic) Future,Freight,Wet Freight,false,23:00UTC
WCN,IFEU,TC14 FFA USGC to Continent (Baltic) Average Price Options,Freight,Wet Freight,true,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
WNW,IFEU,TC14 FFA USGC to Continent (Baltic) Balmo Future,Freight,Wet Freight,false,23:00UTC
WCN,IFEU,TC14 FFA USGC to Continent (Baltic) Future,Freight,Wet Freight,false,23:00UTC
TCL,IFEU,TC15 FFA Med to Far East (Baltic) Balmo Future,Freight,Wet Freight,false,23:00UTC
TCM,IFEU,TC15 FFA Med to Far East (Baltic) Future,Freight,Wet Freight,false,23:00UTC
JFF,IFEU,TC17 FFA - Arab Gulf to East Africa (Baltic) Future,Freight,Wet Freight,false,23:00UTC
TCD,IFEU,TC2 37 FFA Triangulation with TC14 FFA CPP/UNL Continent to USAC (Baltic) Future,Freight,Wet Freight,false,23:00UTC
WNU,IFEU,TC2 FFA Northwest Europe To Usac (Baltic) Average Price Options,Freight,Wet Freight,true,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
WNT,IFEU,TC2 FFA Northwest Europe to USAC (Baltic) Balmo Future,Freight,Wet Freight,false,23:00UTC
WNU,IFEU,TC2 FFA Northwest Europe to USAC (Baltic) Future,Freight,Wet Freight,false,23:00UTC
WNX,IFEU,TC5 FFA Arabian Gulf to Japan (Platts) Balmo Future,Freight,Wet Freight,false,23:00UTC
WMJ,IFEU,TC5 FFA Arabian Gulf To Japan (Platts) Average Price Options,Freight,Wet Freight,true,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
WMJ,IFEU,TC5 FFA Arabian Gulf to Japan (Platts) Future,Freight,Wet Freight,false,23:00UTC
WNZ,IFEU,TC6 FFA Skikda to Lavera (Cross Med) (Baltic) Balmo Future,Freight,Wet Freight,false,23:00UTC
WSL,IFEU,TC6 FFA Skikda to Lavera (Cross Med) (Baltic) Average Price Options,Freight,Wet Freight,true,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
WSL,IFEU,TC6 FFA Skikda to Lavera (Cross Med) (Baltic) Futures,Freight,Wet Freight,false,23:00UTC
TC8,IFEU,TC7 FFA Singapore to EC Australia (Baltic) Balmo Future,Freight,Wet Freight,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
TC7,IFEU,TC7 FFA Singapore to EC Australia (Baltic) Future,Freight,Wet Freight,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
TC9,IFEU,TC9 FFA Baltic to UK Continent (Baltic) Future,Freight,Wet Freight,false,23:00UTC
TCJ,IFEU,TC9 FFA Baltic to UK Continent (Baltic) Balmo Future,Freight,Wet Freight,false,23:00UTC
BAU,IFEU,TD17 FFA Baltic to UK Continent (Baltic) Future,Freight,Wet Freight,false,18:00UTC
WCL,IFEU,TD19 Cross Med (Ceyhan to Lavera) (Baltic) Future,Freight,Wet Freight,false,23:00UTC
TDA,IFEU,TD20 FFA West Africa to UK Continent (Baltic) Balmo Future,Freight,Wet Freight,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
WAC,IFEU,TD20 West Africa To UK Continent (Baltic) Future,Freight,Wet Freight,false,23:00UTC
WF3,IFEU,TD22 FFA - US Gulf to China (Baltic) Balmo Future,Freight,Wet Freight,false,23:00UTC
R,IFLL,Long Gilt Future,Interest Rates,Medium/Long Term Interest Rates,false,18:00UTC
L,IFLL,Three Month Sterling (Short Sterling) Future,Interest Rates,Short Term Interest Rates,false,18:00UTC
6G, 6H, 6J, 6L, 6O,,IFLL,ERIS GBP Interest Future,Interest Rates,Eris Interest Rates,false,18:00UTC
ED,IFLL,Eurodollar Futures,Interest Rates,Short Term Interest Rates,false,22:00UTC
SY5,IFLL,Five Year Mid-Curve Option on Three Month SONIA Index Future,Interest Rates,Short Term Interest Rates,true,18:00UTC
K5,IFLL,Five Year Mid-Curve Options on Euribor ® Futures,Interest Rates,Short Term Interest Rates,true,18:00UTC
M5,IFLL,Five Year Mid-Curve Options on Short Sterling Futures,Interest Rates,Short Term Interest Rates,true,18:00UTC
USO,IFLL,FIVE-YEAR $ SWAPNOTE® FUTURE,Interest Rates,Swapnotes,false,20:00UTC
O,IFLL,FIVE-YEAR € SWAPNOTE® FUTURE,Interest Rates,Swapnotes,false,18:00UTC
GBO,IFLL,FIVE-YEAR £ SWAPNOTE® FUTURE,Interest Rates,Swapnotes,false,18:00UTC
SY4,IFLL,Four Year Mid-Curve Option on Three Month SONIA Index Future,Interest Rates,Short Term Interest Rates,true,18:00UTC
K4,IFLL,Four Year Mid-Curve Options on Euribor ® Futures,Interest Rates,Short Term Interest Rates,true,18:00UTC
M4,IFLL,Four Year Mid-Curve Options On Short Sterling Future,Interest Rates,Short Term Interest Rates,true,18:00UTC
SF1,IFLL,ICE Futures Europe One Month SOFR Index Future,Interest Rates,Short Term Interest Rates,false,22:00UTC
SF3,IFLL,ICE Futures Europe Three Month SOFR Index Future,Interest Rates,Short Term Interest Rates,false,22:00UTC
I10,IFLL,Long BTP Future,Interest Rates,Medium/Long Term Interest Rates,false,18:00UTC
G10,IFLL,Long Bund Future,Interest Rates,Medium/Long Term Interest Rates,false,21:00UTC
S10,IFLL,Long Spanish Government Bond Future,Interest Rates,Medium/Long Term Interest Rates,false,16:35UTC
C10,IFLL,Long Swiss Confederation Bond Future,Interest Rates,Medium/Long Term Interest Rates,false,16:00UTC
I05,IFLL,Medium BTP Future,Interest Rates,Medium/Long Term Interest Rates,false,18:00UTC
G05,IFLL,Medium Bund Futures (Bobl),Interest Rates,Medium/Long Term Interest Rates,false,21:00UTC
H,IFLL,Medium Gilt Future,Interest Rates,Medium/Long Term Interest Rates,false,18:00UTC
S05,IFLL,Medium Spanish Government Bond Future,Interest Rates,Medium/Long Term Interest Rates,false,16:35UTC
C05,IFLL,Medium Swiss Confederation Bond Future,Interest Rates,Medium/Long Term Interest Rates,false,16:00UTC
EON,IFLL,One Month Euro Overnight Rate Index Future,Interest Rates,Short Term Interest Rates,false,18:00UTC
SOA,IFLL,One Month SONIA Index Futures,Interest Rates,Short Term Interest Rates,false,18:00UTC
SY1,IFLL,One Year Mid-Curve Option on Three Month SONIA Index Future,Interest Rates,Short Term Interest Rates,true,18:00UTC
K,IFLL,One Year Mid-Curve Options on Euribor ® Futures,Interest Rates,Short Term Interest Rates,true,18:00UTC
M,IFLL,One Year Mid-Curve Options On Short Sterling Future,Interest Rates,Short Term Interest Rates,true,18:00UTC
R,IFLL,Options On Long Gilt Future,Interest Rates,Medium/Long Term Interest Rates,true,18:00UTC
I,IFLL,Options on Three Month Euribor ® Futures,Interest Rates,Short Term Interest Rates,true,18:00UTC
S,IFLL,Options On Three Month Euro Swiss Franc (Euroswiss) Futures,Interest Rates,Short Term Interest Rates,true,18:00UTC
L,IFLL,Options On Three Month Short Sterling Future,Interest Rates,Short Term Interest Rates,true,18:00UTC
SO3,IFLL,Options on Three Month SONIA Index Future,Interest Rates,Short Term Interest Rates,true,18:00UTC
I02,IFLL,Short BTP Future,Interest Rates,Medium/Long Term Interest Rates,false,18:00UTC
G02,IFLL,Short Bund Future (Schatz),Interest Rates,Medium/Long Term Interest Rates,false,21:00UTC
G,IFLL,Short Gilt Future,Interest Rates,Medium/Long Term Interest Rates,false,18:00UTC
S02,IFLL,Short Spanish Government Bond Future,Interest Rates,Medium/Long Term Interest Rates,false,16:35UTC
USP,IFLL,TEN-YEAR $ SWAPNOTE® FUTURE,Interest Rates,Swapnotes,false,20:00UTC
P,IFLL,TEN-YEAR € SWAPNOTE® FUTURE,Interest Rates,Swapnotes,false,18:00UTC
GBP,IFLL,TEN-YEAR £ SWAPNOTE® FUTURE,Interest Rates,Swapnotes,false,18:00UTC
EU3,IFLL,THIRTY YEAR € SWAPNOTE® FUTURE,Interest Rates,Swapnotes,false,18:00UTC
GB3,IFLL,THIRTY YEAR £ SWAPNOTE® FUTURE,Interest Rates,Swapnotes,false,18:00UTC
US3,IFLL,THIRTY YEAR US $ SWAPNOTE® FUTURE,Interest Rates,Swapnotes,false,20:00UTC
I,IFLL,Three Month Euribor ® Futures,Interest Rates,Short Term Interest Rates,false,21:00UTC
S,IFLL,Three Month Euro Swiss Franc (Euroswiss) Futures,Interest Rates,Short Term Interest Rates,false,18:00UTC
SA3,IFLL,Three Month Saron® Index Futures Contract,Interest Rates,Short Term Interest Rates,false,18:00UTC
SO3,IFLL,Three Month SONIA Index Futures,Interest Rates,Short Term Interest Rates,false,18:00UTC
SY3,IFLL,Three Year Mid-Curve Option on Three Month SONIA Index Future,Interest Rates,Short Term Interest Rates,true,18:00UTC
K3,IFLL,Three Year Mid-Curve Options on Euribor® Futures,Interest Rates,Short Term Interest Rates,true,18:00UTC
ZG,IFUS,100 oz Gold Future,Metals,Precious Metals,false,23:00UTC
ZI,IFUS,5000 oz Silver Future,Metals,Precious Metals,false,23:00UTC
AUD,IFUS,Gold Daily Futures,Metals,Precious Metals,false,23:00UTC
YG,IFUS,Mini-Gold Future,Metals,Precious Metals,false,23:00UTC
YI,IFUS,Mini-Silver Future,Metals,Precious Metals,false,23:00UTC
HIO,IFUS,Silver Daily Futures,Metals,Precious Metals,false,23:00UTC
IOR,IFEU,IRON ORE 62% FE (PLATTS IODEX) FUTURE,Metals,Iron Ore,false,23:00UTC
IOT,IFEU,Iron Ore 62% Fe (TSI)  500 dmt CFR Tianjin Future,Metals,Iron Ore,false,23:00UTC
IOC,IFEU,IRON ORE 62% FE (TSI)  CFR TIANJIN FUTURE,Metals,Iron Ore,false,23:00UTC
IOS,IFEU,IRON ORE 62% FE PLATTS IODEX VS TSI CFR TIANJIN FUTURE,Metals,Iron Ore,false,23:00UTC
GDF,IFUS,NYSE ARCA Gold Miners Index Future,Metals,Precious Metals,false,23:00UTC
ZI,IFUS,Options 5000 oz Silver Future,Metals,Precious Metals,true,23:00UTC
ZG,IFUS,Options on 100 oz Gold Future,Metals,Precious Metals,true,23:00UTC
YI,IFUS,Options on 1000 oz Mini-Silver Future,Metals,Precious Metals,true,23:00UTC
YG,IFUS,Options on Mini-Gold Future,Metals,Precious Metals,true,23:00UTC
CAX,IFED,California Carbon Allowance Vintage 2019 Future,US Environmental,Physical Environmental,false,23:00UTC
CAY,IFED,California Carbon Allowance Vintage 2020 Future,US Environmental,Physical Environmental,false,23:00UTC
CAZ,IFED,California Carbon Allowance Vintage 2021 Future,US Environmental,Physical Environmental,false,23:00UTC
RGQ,IFED,Regional Greenhouse Gas Initiative Vintage 2018 Future,US Environmental,Physical Environmental,false,23:00UTC
RGR,IFED,Regional Greenhouse Gas Initiative Vintage 2019 Future,US Environmental,Physical Environmental,false,23:00UTC
RGS,IFED,Regional Greenhouse Gas Initiative Vintage 2020 Future,US Environmental,Physical Environmental,false,23:00UTC
ACA,IFED,California Carbon Allowance Advance Auction Clearing Price,US Environmental,Physical Environmental,false,23:00UTC
ACP,IFED,California Carbon Allowance Current Auction Clearing Price,US Environmental,Physical Environmental,false,23:00UTC
CA8,IFED,California Carbon Allowance Specific Vintage 2018 Future,US Environmental,Physical Environmental,false,23:00UTC
CA9,IFED,California Carbon Allowance Specific Vintage 2019 Future,US Environmental,Physical Environmental,false,23:00UTC
CC0,IFED,California Carbon Allowance Specific Vintage 2020 Future,US Environmental,Physical Environmental,false,23:00UTC
CC1,IFED,California Carbon Allowance Specific Vintage 2021 Future,US Environmental,Physical Environmental,false,23:00UTC
CC2,IFED,California Carbon Allowance Specific Vintage 2022 Future,US Environmental,Physical Environmental,false,23:00UTC
CC3,IFED,California Carbon Allowance Specific Vintage 2023 Future,US Environmental,Physical Environmental,false,23:00UTC
CC4,IFED,California Carbon Allowance Specific Vintage 2024 Future,US Environmental,Physical Environmental,false,23:00UTC
CAN,IFED,California Carbon Allowance Vintage 2015 Future,US Environmental,Physical Environmental,false,23:00UTC
CAO,IFED,California Carbon Allowance Vintage 2016 Future,US Environmental,Physical Environmental,false,23:00UTC
CAP,IFED,California Carbon Allowance Vintage 2017 Future,US Environmental,Physical Environmental,false,23:00UTC
CAW,IFED,California Carbon Allowance Vintage 2018 Future,US Environmental,Physical Environmental,false,23:00UTC
CB0,IFED,California Carbon Allowance Vintage 2022 Future,US Environmental,Physical Environmental,false,23:00UTC
CB1,IFED,California Carbon Allowance Vintage 2023 Future,US Environmental,Physical Environmental,false,23:00UTC
CB4,IFED,California Carbon Allowance Vintage 2024 Future,US Environmental,Physical Environmental,false,23:00UTC
CCO,IFED,California Carbon Offset Futures,US Environmental,Physical Environmental,false,23:00UTC
LFS,IFED,California Low Carbon Fuel Standard Credit (OPIS) Future,US Environmental,Physical Environmental,false,23:00UTC
CTT,IFED,Connecticut Compliance Renewable Energy Certificate Class I Future,US Environmental,Physical Environmental,false,23:00UTC
MDE,IFED,Maryland Compliance Renewable Energy Credit Tier 1 Future,US Environmental,Physical Environmental,false,23:00UTC
MPY,IFED,Maryland Compliance Renewable Energy Credit Tier 1 Prior Year Future,US Environmental,Physical Environmental,false,23:00UTC
