Code,Exchange,Product Name,Group,Subgroup,Option?,Close
HED,IFED,ERCOT Houston 345KV Real-Time Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
HEB,IFED,ERCOT Houston 345KV Real-Time Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
EHD,IFED,ERCOT Houston 345KV Real-Time Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
ERH,IFED,ERCOT Houston 345KV Real-Time Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
HZC,IFED,ERCOT Houston Load Zone Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
HZD,IFED,ERCOT Houston Load Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
HZA,IFED,ERCOT Houston Load Zone Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
HZB,IFED,ERCOT Houston Load Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
OEH,IFED,ERCOT Houston Load Zone Real-Time Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
EDH,IFED,ERCOT Houston Load Zone Real-Time Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
ENS,IFED,ERCOT Non-Spinning Reserve Future,Energy,Electricity,false,23:00UTC
NEV,IFED,ERCOT North 345KV Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
NDB,IFED,ERCOT North 345KV Day-Ahead Peak Daily 80 MWh Fixed Price Future,Energy,Electricity,false,23:00UTC
EVN,IFED,ERCOT North 345KV Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
NDC,IFED,ERCOT North 345KV Hub Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
NDA,IFED,ERCOT North 345KV Hub Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
ER2,IFED,ERCOT North 345KV Hub Real-Time Peak 2x16 Fixed Price Future,Energy,Electricity,false,23:00UTC
ENO,IFED,ERCOT North 345KV Hub Real-Time Peak Daily Look Back Fixed Price Future,Energy,Electricity,false,23:00UTC
ERA,IFED,ERCOT North 345KV Hub Real-Time Peak Daily Mini Fixed Price Future,Energy,Electricity,false,23:00UTC
ECI,IFED,ERCOT North 345KV Real-Time 7x8 Fixed Price Future,Energy,Electricity,false,23:00UTC
NED,IFED,ERCOT North 345KV Real-Time Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
NEB,IFED,ERCOT North 345KV Real-Time Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
ERN,IFED,ERCOT North 345KV Real-Time Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
NZC,IFED,ERCOT North Load Zone Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
NZD,IFED,ERCOT North Load Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
NZA,IFED,ERCOT North Load Zone Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
NZB,IFED,ERCOT North Load Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
OEN,IFED,ERCOT North Load Zone Real-Time Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
EDN,IFED,ERCOT North Load Zone Real-Time Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
EQG,IFED,ERCOT Panhandle 345KV Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
EQF,IFED,ERCOT Panhandle 345KV Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
ECM,IFED,ERCOT Panhandle 345KV Real-Time 7x8 Fixed Price Future,Energy,Electricity,false,23:00UTC
ECO,IFED,ERCOT Panhandle 345KV Real-Time Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
EQQ,IFED,ERCOT Panhandle 345KV Real-Time Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
ECN,IFED,ERCOT Panhandle 345KV Real-Time Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
EQP,IFED,ERCOT Panhandle 345KV Real-Time Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
ERL,IFED,ERCOT Regulation Down Future,Energy,Electricity,false,23:00UTC
ERK,IFED,ERCOT Regulation Up Future,Energy,Electricity,false,23:00UTC
EKK,IFED,ERCOT South 345KV Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
EKH,IFED,ERCOT South 345KV Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
SEC,IFED,ERCOT South 345KV Hub Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
SEA,IFED,ERCOT South 345KV Hub Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
ECK,IFED,ERCOT South 345KV Real-Time 7x8 Fixed Price Future,Energy,Electricity,false,23:00UTC
SED,IFED,ERCOT South 345KV Real-Time Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
SEB,IFED,ERCOT South 345KV Real-Time Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
ESD,IFED,ERCOT South 345KV Real-Time Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
ERS,IFED,ERCOT South 345KV Real-Time Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
SZC,IFED,ERCOT South Load Zone Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
SZD,IFED,ERCOT South Load Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
SZA,IFED,ERCOT South Load Zone Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
SZB,IFED,ERCOT South Load Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
OES,IFED,ERCOT South Load Zone Real-Time Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
EDS,IFED,ERCOT South Load Zone Real-Time Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
EKJ,IFED,ERCOT West 345KV Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
EKG,IFED,ERCOT West 345KV Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
WEC,IFED,ERCOT West 345KV Hub Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
WEA,IFED,ERCOT West 345KV Hub Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
ECL,IFED,ERCOT West 345KV Real-Time 7x8 Fixed Price Future,Energy,Electricity,false,23:00UTC
WED,IFED,ERCOT West 345KV Real-Time Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
WEB,IFED,ERCOT West 345KV Real-Time Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
EWD,IFED,ERCOT West 345KV Real-Time Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
ERW,IFED,ERCOT West 345KV Real-Time Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
WZC,IFED,ERCOT West Load Zone Day-Ahead Off-Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
WZD,IFED,ERCOT West Load Zone Day-Ahead Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
WZA,IFED,ERCOT West Load Zone Day-Ahead Peak Daily Fixed Price Future,Energy,Electricity,false,23:00UTC
WZB,IFED,ERCOT West Load Zone Day-Ahead Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
OEW,IFED,ERCOT West Load Zone Real-Time Off-Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
EDW,IFED,ERCOT West Load Zone Real-Time Peak Fixed Price Future,Energy,Electricity,false,23:00UTC
ECC,IFED,Ethane in E/P Mix  OPIS Conway in-Well Average Price Options,Energy,Natural Gas Liquids,true,23:00UTC
ECC,IFED,Ethane in E/P Mix  OPIS Conway In-Well Future,Energy,Natural Gas Liquids,false,23:00UTC
ECD,IFED,Ethane in E/P Mix  OPIS Conway In-Well  Fixed Price Balmo Future,Energy,Natural Gas Liquids,false,23:00UTC
ECA,IFED,Ethane in E/P Mix  OPIS Mt. Belvieu Non-TET  Fixed Price Balmo Future,Energy,Natural Gas Liquids,false,23:00UTC
ECB,IFED,Ethane in E/P Mix  OPIS Mt. Belvieu Non-TET Future,Energy,Natural Gas Liquids,false,23:00UTC
ETE,IFED,Ethane  OPIS Mt. Belvieu Non-TET Average Price Options,Energy,Natural Gas Liquids,true,23:00UTC
ETF,IFED,Ethane  OPIS Mt. Belvieu Non-TET  Fixed Price Balmo Future,Energy,Natural Gas Liquids,false,23:00UTC
ETD,IFED,Ethane  OPIS Mt. Belvieu Other Non-TET Future,Energy,Natural Gas Liquids,false,23:00UTC
EFR,IFEU,Ethanol T2 FOB Rotterdam Barges (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
CVY,IFED,Ethylene  OPIS PCW Choctaw Future,Energy,Petrochemicals,false,23:00UTC
ETG,IFED,Ethylene  OPIS PCW Mont Belvieu Balmo Future,Energy,Petrochemicals,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
ETH,IFED,Ethylene  OPIS PCW Mont Belvieu Future,Energy,Petrochemicals,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
BUL,IFEU,EU-Style Brent Future,Energy,Crude Oil and Refined Products,true,23:00UTC
BUL,IFEU,EU-Style Brent Options,Energy,Crude Oil and Refined Products,true,23:05UTC
WUL,IFED,EU-Style WTI Future,Energy,Crude Oil and Refined Products,true,23:00UTC
WUL,IFED,EU-Style WTI Options,Energy,Crude Oil and Refined Products,true,23:00UTC
C,IFEU,EUA Futures Options,Energy,Emissions,true,17:00UTC
EFO,IFEU,EUA Futures Options (Futures Style Margin),Energy,Emissions,true,17:00UTC
ECP,IFEU,EUA Phase 3 Daily Future,Energy,Emissions,false,17:00UTC
EC4,IFEU,EUA Phase 4 Daily Future,Energy,Emissions,false,17:00UTC
ECG,IFEU,EUA UK Auction,Energy,Emissions,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
CEU,IFEU,EUAA Futures,Energy,Emissions,false,17:00UTC
CET,IFEU,EUAA UK Auction,Energy,Emissions,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
FTZ,IFED,Florida Gas Zone 3 Basis Future,Energy,Natural Gas,false,23:00UTC
FTI,IFED,Florida Gas Zone 3 Index Future,Energy,Natural Gas,false,23:00UTC
FTS,IFED,Florida Gas Zone 3 Swing Future,Energy,Natural Gas,false,23:00UTC
FNR,NDEX,French Power Financial Base 1x Cal Options,Energy,Electricity,true,17:00UTC
FNQ,NDEX,French Power Financial Base 1x Qtr Options,Energy,Electricity,true,17:00UTC
DFB,NDEX,French Power Financial Base Daily Futures,Energy,Electricity,false,17:00UTC
FNB,NDEX,French Power Financial Base Futures,Energy,Electricity,false,17:00UTC
FNB,NDEX,French Power Financial Base Options,Energy,Electricity,true,17:00UTC
DFA,NDEX,French Power Financial Peak Daily Futures,Energy,Electricity,false,17:00UTC
FNA,NDEX,French Power Financial Peak Futures,Energy,Electricity,false,17:00UTC
CIL,IFEU,Fuel Oil - 3.5% CIF Med Cargoes Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
CIM,IFEU,Fuel Oil - 3.5% CIF MED Cargoes Futures,Energy,Crude Oil and Refined Products,false,23:00UTC
CIG,IFEU,Fuel Oil 1% CIF Med Cargoes Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
CIF,IFEU,Fuel Oil 1% CIF Med Cargoes Future,Energy,Crude Oil and Refined Products,false,23:00UTC
CID,IFEU,Fuel Oil 1% CIF NWE Cargoes Future,Energy,Crude Oil and Refined Products,false,23:00UTC
OPN,IFEU,Fuel Oil 1% FOB Med Cargoes Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
OPM,IFEU,Fuel Oil 1% FOB Med Cargoes Future,Energy,Crude Oil and Refined Products,false,23:00UTC
CAS,IFEU,Fuel Oil 1% FOB NWE Cargoes Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
CAR,IFEU,Fuel Oil 1% FOB NWE Cargoes Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FOC,IFEU,Fuel Oil 1% FOB Rotterdam Barges Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
FOB,IFEU,Fuel Oil 1% FOB Rotterdam Barges Future,Energy,Crude Oil and Refined Products,false,23:00UTC
SZS,IFEU,Fuel Oil 180 CST Singapore Average Price Options,Energy,Crude Oil and Refined Products,true,22:05UTC
SZT,IFEU,Fuel Oil 180 CST Singapore Balmo Future,Energy,Crude Oil and Refined Products,false,22:05UTC
FON,IFEU,Fuel Oil 3.5% FOB Med Cargoes Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
FOM,IFEU,Fuel Oil 3.5% FOB Med Cargoes Future,Energy,Crude Oil and Refined Products,false,23:00UTC
BAR,IFEU,Fuel Oil 3.5% FOB Rotterdam Barges Average Price Options,Energy,Crude Oil and Refined Products,true,23:05UTC
BAS,IFEU,Fuel Oil 3.5% FOB Rotterdam Barges Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
SYS,IFEU,Fuel Oil 380 CST Singapore (Platts) Average Price Options,Energy,Crude Oil and Refined Products,true,22:05UTC
SYT,IFEU,Fuel Oil 380 CST Singapore Balmo Future,Energy,Crude Oil and Refined Products,false,22:05UTC
FVB,IFEU,Fuel Oil Crack - Fuel Oil 1% FOB NWE Cargoes vs Brent 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FVA,IFEU,Fuel Oil Crack - Fuel Oil 1% FOB NWE Cargoes vs Brent 1st Line Future (in Bbls),Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
SBS,IFEU,Fuel Oil Crack - Fuel Oil 180 CST Singapore vs Brent 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
SES,IFEU,Fuel Oil Crack - Fuel Oil 180 CST Singapore vs Dubai 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
BOC,IFEU,Fuel Oil Crack - Fuel Oil 3.5% FOB Med Cargoes (Platts) vs Brent 1st Line Future (in Bbls),Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
BOA,IFEU,Fuel Oil Crack - Fuel Oil 3.5% FOB Rotterdam Barges (Platts) vs Brent 1st Line Average Price Options (bbl),Energy,Crude Oil and Refined Products,true,23:00UTC
FOO,IFEU,Fuel Oil Crack - Fuel Oil 3.5% FOB Rotterdam Barges (Platts) vs Brent 1st Line Balmo Future (in Bbls),Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
FOY,IFEU,Fuel Oil Crack - Fuel Oil 3.5% FOB Rotterdam Barges (Platts) vs Brent 1st Line Mini Future (in Bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
BOB,IFEU,Fuel Oil Crack - Fuel Oil 3.5% FOB Rotterdam Barges vs Brent 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
BOA,IFEU,Fuel Oil Crack - Fuel Oil 3.5% FOB Rotterdam Barges vs Brent 1st Line Future (in Bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
,IFAD,Fuel Oil Crack - Fuel Oil 380 CST Singapore (Platts) vs Murban 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
SPS,IFEU,Fuel Oil Crack - Fuel Oil 380 CST Singapore vs Brent 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
SLS,IFEU,Fuel Oil Crack - Fuel Oil 380 CST Singapore vs Dubai 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FOQ,IFED,Fuel Oil Crack - Marine Fuel 0.5% FOB USGC Barges (Platts) vs Brent Crude 1st Line Futures,Energy,Crude Oil and Refined Products,false,23:00UTC
FOL,IFED,Fuel Oil Crack - New York 1% Fuel Oil vs WTI 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FOK,IFED,Fuel Oil Crack - New York 1% Fuel Oil vs WTI 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GCT,IFED,Fuel Oil Crack - USGC HSFO (Platts) vs Brent 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GCS,IFED,Fuel Oil Crack - USGC HSFO (Platts) vs Brent 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GUF,IFED,Fuel Oil Crack - USGC HSFO (Platts) vs WTI 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NFB,IFED,Fuel Oil Crack- New York 1% Fuel Oil vs Brent 1st Line Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FDI,IFEU,Fuel Oil Diff Marine Fuel 0.5% FOB Rotterdam Barges (Platts) vs Low Sulphur Gasoil 1st Line Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
FOP,IFEU,Fuel Oil Diff - Fuel Oil 1 % FOB Rotterdam Barges vs 1% FOB Med Cargoes Future,Energy,Crude Oil and Refined Products,false,23:00UTC
CIB,IFEU,Fuel Oil Diff - Fuel Oil 1% CIF Med Cargoes vs 1% FOB NWE Cargoes Future,Energy,Crude Oil and Refined Products,false,23:00UTC
CIH,IFEU,Fuel Oil Diff - Fuel Oil 1% CIF NWE Cargoes vs 1% FOB NWE Cargoes Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FOG,IFEU,Fuel Oil Diff - Fuel Oil 1% FOB Med Cargoes (Platts) vs 1% FOB NWE Cargoes (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FOT,IFEU,Fuel Oil Diff - Fuel Oil 1% FOB NWE Cargoes vs 3.5% FOB Rotterdam Barges Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
FOS,IFEU,Fuel Oil Diff - Fuel Oil 1% FOB NWE Cargoes vs 3.5% FOB Rotterdam Barges Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FBE,IFEU,Fuel Oil Diff - Fuel Oil 1% FOB Rotterdam Barges vs 1% CIF NWE Cargoes Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FBD,IFEU,Fuel Oil Diff - Fuel Oil 1% FOB Rotterdam Barges vs 1% FOB NWE Cargoes Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
FBC,IFEU,Fuel Oil Diff - Fuel Oil 1% FOB Rotterdam Barges vs 1% FOB NWE Cargoes Future,Energy,Crude Oil and Refined Products,false,23:00UTC
SFS,ICES,Fuel Oil Diff - Fuel Oil 180 CST Singapore vs. 3.5% FOB Rotterdam Barges Swap,Energy,Crude Oil and Refined Products,false,23:00UTC
SFT,IFEU,Fuel Oil Diff - Fuel Oil 180 CST Singapore vs 3.5% FOB Rotterdam Barges Balmo Future,Energy,Crude Oil and Refined Products,false,22:05UTC
SFS,IFEU,Fuel Oil Diff - Fuel Oil 180 CST Singapore vs 3.5% FOB Rotterdam Barges Future,Energy,Crude Oil and Refined Products,false,23:00UTC
STT,IFEU,Fuel Oil Diff - Fuel Oil 180 CST Singapore vs 380 CST Singapore Balmo Future,Energy,Crude Oil and Refined Products,false,22:05UTC
STS,IFEU,Fuel Oil Diff - Fuel Oil 180 CST Singapore vs 380 CST Singapore Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FFK,IFEU,Fuel Oil Diff - Fuel Oil 3.5% 500 CST FOB Rotterdam Barges (Platts) vs 3.5% FOB Rotterdam Barges (Platts) Future,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
FQJ,IFEU,Fuel Oil DIff - Fuel Oil 3.5% CIF Med Cargoes (Platts) vs 3.5% FOB Med Cargoes (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
AIN,IFEU,Fuel Oil Diff - Fuel Oil 3.5% CIF Med Cargoes (Platts) vs Fuel Oil 3.5% FOB MED Cargoes (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
NVU,IFEU,Fuel Oil Diff - Fuel Oil 3.5% FOB Med Cargoes (Platts) vs Fuel Oil 3.5% FOB Rotterdam Barges (Platts) Balmo Mini Future,Energy,Crude Oil and Refined Products,false,23:05UTC
NVT,IFEU,Fuel Oil Diff - Fuel Oil 3.5% FOB Med Cargoes vs 3.5% FOB Rotterdam Barges Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
NVS,IFEU,Fuel Oil Diff - Fuel Oil 3.5% FOB Med Cargoes vs 3.5% FOB Rotterdam Barges Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GOK,IFED,Fuel Oil Diff - Fuel Oil 380 CST Singapore (Platts) vs USGC HSFO (Platts) Future (in Bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
SKS,IFEU,Fuel Oil Diff - Fuel Oil 380 cst Singapore vs 3.5% FOB Rotterdam Barges Balmo Future,Energy,Crude Oil and Refined Products,false,22:05UTC
SJS,IFEU,Fuel Oil Diff - Fuel Oil 380 CST Singapore vs 3.5% FOB Rotterdam Barges Future,Energy,Crude Oil and Refined Products,false,23:00UTC
MF5,IFEU,Fuel Oil Diff - Marine Fuel 0.5% FOB Rotterdam Barges (Platts) vs 3.5% FOB Rotterdam Barges (Platts) Average Price Options,Energy,Crude Oil and Refined Products,true,23:00UTC
FNV,IFEU,Fuel Oil Diff - Marine Fuel 0.5% FOB Rotterdam Barges (Platts) vs 3.5% FOB Rotterdam Barges (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
MF5,IFEU,Fuel Oil Diff - Marine Fuel 0.5% FOB Rotterdam Barges (Platts) vs 3.5% FOB Rotterdam Barges (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
MFS,IFEU,Fuel Oil Diff - Marine Fuel 0.5% FOB Rotterdam Barges (Platts) vs Fuel Oil 1% FOB NWE Cargoes (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
MDH,IFEU,Fuel Oil Diff - Marine Fuel 0.5% FOB Rotterdam Barges (Platts) vs Fuel Oil 3.5% FOB Rotterdam Barges (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:05UTC
FDH,IFEU,Fuel Oil Diff - Marine Fuel 0.5% FOB Rotterdam Barges (Platts) vs Low Sulphur Gasoil 1st Line Future,Energy,Crude Oil and Refined Products,false,23:05UTC
MF6,IFEU,Fuel Oil Diff - Marine Fuel 0.5% FOB Singapore (Platts) vs 380 CST Singapore (Platts) Average Price Options,Energy,Crude Oil and Refined Products,true,23:00UTC
FNW,IFEU,Fuel Oil Diff - Marine Fuel 0.5% FOB Singapore (Platts) vs 380 CST Singapore (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:05UTC
MF6,IFEU,Fuel Oil Diff - Marine Fuel 0.5% FOB Singapore (Platts) vs 380 CST Singapore (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
MDG,IFEU,Fuel Oil Diff - Marine Fuel 0.5% FOB Singapore (Platts) vs Fuel Oil 380 CST Singapore (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:05UTC
MF7,IFEU,Fuel Oil Diff - Marine Fuel 0.5% FOB Singapore (Platts) vs Marine Fuel 0.5% FOB Rotterdam Barges (Platts) Futures,Energy,Crude Oil and Refined Products,false,23:00UTC
FDG,IFEU,Fuel Oil Diff - Marine Fuel 0.5% FOB Singapore (Platts) vs Singapore Gasoil (Platts) Balmo Future (in MTs),Energy,Crude Oil and Refined Products,false,23:05UTC
FDF,IFEU,Fuel Oil Diff - Marine Fuel 0.5% FOB Singapore (Platts) vs Singapore Gasoil (Platts) Future (in MTs),Energy,Crude Oil and Refined Products,false,23:05UTC
FOR,IFED,Fuel Oil Diff - Marine Fuel 0.5% FOB USGC Barges (Platts) vs 3.5% FOB Rotterdam Barges (Platts) Futures,Energy,Crude Oil and Refined Products,false,23:00UTC
JFO,IFED,Fuel Oil Diff - Marine Fuel 0.5% FOB USGC Barges (Platts) vs Marine Fuel 0.5% FOB Rotterdam Barges (Platts) Future (in Bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
MF2,IFED,Fuel Oil Diff - Marine Fuel 0.5% FOB USGC Barges (Platts) vs USGC HSFO (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
MFO,IFED,Fuel Oil Diff - Marine Fuel 0.5% FOB USGC Barges (Platts) vs. Marine Fuel 0.5% FOB Rotterdam Barges (Platts) Balmo Future (in MTs),Energy,Crude Oil and Refined Products,false,23:00UTC
MGB,IFED,Fuel Oil Diff - Marine Fuel 0.5% FOB USGC Barges (Platts) vs. Marine Fuel 0.5% FOB Rotterdam Barges (Platts) Future (in MTs),Energy,Crude Oil and Refined Products,false,23:00UTC
MEB,IFEU,Fuel Oil Diff - Middle East Fuel Oil 180 CST FOB Arab Gulf (Platts) vs Fuel Oil 180 CST Singapore (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FOE,IFED,Fuel Oil Diff - New York 1% Fuel Oil (Platts) vs USGC HSFO (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FOD,IFED,Fuel Oil Diff - New York 1% Fuel Oil (Platts) vs USGC HSFO (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FOI,IFED,Fuel Oil Diff - New York 1% Fuel Oil vs 1% FOB NWE Cargoes Fuel Oil Balmo Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FOH,IFED,Fuel Oil Diff - New York 1% Fuel Oil vs 1% FOB NWE Cargoes Fuel Oil Future,Energy,Crude Oil and Refined Products,false,23:00UTC
14W,IFED,Fuel Oil Diff - New York 3.0% Fuel Oil (Platts) vs USGC HSFO (Platts) Future,Energy,Crude Oil and Refined Products,false,23:00UTC
GOD,IFED,Fuel Oil Diff - USGC HSFO (Platts) vs Fuel Oil 3.5% FOB Rotterdam Barges (Platts) Balmo Future (In bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
GOE,IFED,Fuel Oil Diff - USGC HSFO (Platts) vs Fuel Oil 3.5% FOB Rotterdam Barges (Platts) Future (in bbls),Energy,Crude Oil and Refined Products,false,23:00UTC
NVV,IFED,Fuel Oil Diff - USGC HSFO (Platts) vs Fuel Oil 3.5% FOB Rotterdam Barges (Platts) Future (in mts),Energy,Crude Oil and Refined Products,false,23:00UTC
SZZ,IFEU,Fuel Oil Mini 180 CST Singapore Future (100MT),Energy,Crude Oil and Refined Products,false,23:00UTC
BAM,IFEU,Fuel Oil Mini 3.5% FOB Rotterdam Barges Future (100MT),Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
SYY,IFEU,Fuel Oil Mini 380 CST Singapore Future (100MT),Energy,Crude Oil and Refined Products,false,23:00UTC
DFR,IFEU,Fuel Oil Outright - Daily Fuel Oil 3.5% FOB Rotterdam Barges (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
CIE,IFEU,Fuel Oil Outright - Fuel Oil 1% CIF Med Cargoes (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,23:00UTC
FOF,IFEU,Fuel Oil Outright - Fuel Oil 1% CIF NWE Cargoes (Platts) Balmo Future,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
FFI,IFEU,Fuel Oil Outright - Fuel Oil 1% CIF NWE Cargoes (Platts) Mini Future,Energy,Crude Oil and Refined Products,false,ERROR : TIME CANNOT BE FOUND ON WEB PAGE
